"Loco","PERIOD","n_chamado","n_total","callrate_pct"
"Dal_05:53083300-53083338",2,3,24,12.5
"Dal_05:53102122-53102190",2,3,24,12.5
"Dal_05:53124504-53124558",2,2,24,8.33
"Dal_05:53125921-53125969",2,8,24,33.33
"Dal_05:53128925-53128957",2,3,24,12.5
"Dal_05:53130319-53130366",2,10,24,41.67
"Dal_05:53130732-53130799",2,0,24,0
"Dal_05:53181462-53181506",2,7,24,29.17
"Dal_05:53185344-53185370",2,2,24,8.33
"Dal_05:53293461-53293497",2,10,24,41.67
"Dal_05:53314600-53314652",2,9,24,37.5
"Dal_05:53332944-53332993",2,6,24,25
"Dal_05:53342137-53342193",8,14,24,58.33
"Dal_05:53360559-53360585",2,14,24,58.33
"Dal_05:53384586-53384626",2,8,24,33.33
"Dal_05:53389662-53389693",2,12,24,50
"Dal_05:53437643-53437707",2,7,24,29.17
"Dal_05:53439117-53439141",2,11,24,45.83
"Dal_05:53481440-53481483",2,0,24,0
"Dal_05:53515358-53515417",2,4,24,16.67
"Dal_05:53528050-53528077",6,11,24,45.83
"Dal_05:53601221-53601255",4,14,24,58.33
"Dal_05:53624470-53624521",3,9,24,37.5
"Dal_05:53661707-53661753",2,6,24,25
"Dal_05:53663301-53663336",1,11,24,45.83
"Dal_05:53665341-53665369",6,9,24,37.5
"Dal_05:53676180-53676236",2,11,24,45.83
"Dal_05:53708950-53708990",2,1,24,4.17
"Dal_05:53733959-53734006",2,3,24,12.5
"Dal_05:53744238-53744269",6,20,24,83.33
"Dal_05:53776075-53776103",5,14,24,58.33
"Dal_05:53781703-53781739",3,17,24,70.83
"Dal_05:53795731-53795760",2,11,24,45.83
"Dal_05:53798932-53798974",5,7,24,29.17
"Dal_05:53806726-53806795",4,5,24,20.83
"Dal_05:53822454-53822482",2,11,24,45.83
"Dal_05:53849580-53849621",2,11,24,45.83
"Dal_05:53888182-53888232",3,12,24,50
"Dal_05:53900063-53900102",3,10,24,41.67
"Dal_05:53922643-53922671",5,16,24,66.67
"Dal_05:53933604-53933655",2,4,24,16.67
"Dal_05:53951104-53951129",6,14,24,58.33
"Dal_05:53958528-53958574",2,4,24,16.67
"Dal_05:53972004-53972056",2,2,24,8.33
"Dal_05:53973491-53973517",2,5,24,20.83
"Dal_05:54001220-54001248",6,8,24,33.33
"Dal_05:54017072-54017109",2,2,24,8.33
"Dal_05:54038626-54038651",3,17,24,70.83
"Dal_05:54039876-54039913",2,6,24,25
"Dal_05:54044132-54044157",7,19,24,79.17
"Dal_05:54090900-54090927",2,5,24,20.83
"Dal_05:54099450-54099508",2,9,24,37.5
"Dal_05:54100250-54100289",3,8,24,33.33
"Dal_05:54130856-54130903",8,20,24,83.33
"Dal_05:54178186-54178217",3,18,24,75
"Dal_05:54181387-54181416",2,16,24,66.67
"Dal_05:54185643-54185676",2,11,24,45.83
"Dal_05:54187417-54187484",2,8,24,33.33
"Dal_05:54210526-54210552",4,12,24,50
"Dal_05:54214927-54214963",2,2,24,8.33
"Dal_05:54221343-54221379",1,1,24,4.17
"Dal_05:54235746-54235786",2,5,24,20.83
"Dal_05:54254905-54254930",3,15,24,62.5
"Dal_05:54274779-54274805",7,17,24,70.83
"Dal_05:54278459-54278486",1,0,24,0
"Dal_05:54286808-54286847",2,1,24,4.17
"Dal_05:54302755-54302790",2,7,24,29.17
"Dal_05:54312315-54312364",2,11,24,45.83
"Dal_05:54336203-54336242",3,4,24,16.67
"Dal_05:54336542-54336566",7,9,24,37.5
"Dal_05:54373996-54374024",3,14,24,58.33
"Dal_05:54377201-54377239",2,5,24,20.83
"Dal_05:54413841-54413877",2,1,24,4.17
"Dal_05:54415310-54415370",2,0,24,0
"Dal_05:54459500-54459529",6,24,24,100
"Dal_05:54479372-54479410",2,9,24,37.5
"Dal_05:54503221-54503260",2,4,24,16.67
"Dal_05:54512340-54512372",3,14,24,58.33
"Dal_05:54517711-54517735",2,10,24,41.67
"Dal_05:54619113-54619143",2,8,24,33.33
"Dal_05:54624557-54624615",2,1,24,4.17
"Dal_05:54624801-54624861",2,1,24,4.17
"Dal_05:54636312-54636348",2,12,24,50
"Dal_05:54649525-54649554",2,13,24,54.17
"Dal_05:54659278-54659345",2,0,24,0
"Dal_05:54684304-54684335",4,8,24,33.33
"Dal_05:54688617-54688645",5,15,24,62.5
"Dal_05:54695899-54695955",2,2,24,8.33
"Dal_05:54713535-54713578",4,4,24,16.67
"Dal_05:54741840-54741883",4,11,24,45.83
"Dal_05:54748512-54748540",2,3,24,12.5
"Dal_05:54823962-54823993",5,6,24,25
"Dal_05:54837046-54837089",2,2,24,8.33
"Dal_05:54850010-54850054",2,4,24,16.67
"Dal_05:54891004-54891029",5,16,24,66.67
"Dal_05:54907691-54907721",2,3,24,12.5
"Dal_05:54926456-54926486",6,12,24,50
"Dal_05:54945137-54945173",2,3,24,12.5
"Dal_05:54951827-54951855",7,13,24,54.17
"Dal_05:55066549-55066596",2,4,24,16.67
"Dal_05:55068070-55068117",6,24,24,100
"Dal_05:55068136-55068172",6,24,24,100
"Dal_05:55135077-55135114",2,6,24,25
"Dal_05:55136822-55136858",9,18,24,75
"Dal_05:55141105-55141130",1,2,24,8.33
"Dal_05:55141838-55141886",2,10,24,41.67
"Dal_05:55148213-55148241",8,19,24,79.17
"Dal_05:55178921-55178988",2,2,24,8.33
"Dal_05:55181265-55181289",2,5,24,20.83
"Dal_05:55192165-55192194",2,0,24,0
"Dal_05:55193664-55193727",6,24,24,100
"Dal_05:55194787-55194820",6,18,24,75
"Dal_05:55263988-55264022",7,15,24,62.5
"Dal_05:55271380-55271413",6,16,24,66.67
"Dal_05:55274134-55274162",6,24,24,100
"Dal_05:55276544-55276584",2,5,24,20.83
"Dal_05:55306650-55306691",3,0,24,0
"Dal_05:55313907-55313938",2,5,24,20.83
"Dal_05:55338955-55338984",3,1,24,4.17
"Dal_05:55361648-55361679",2,5,24,20.83
"Dal_05:55373608-55373632",2,5,24,20.83
"Dal_05:55402002-55402038",3,3,24,12.5
"Dal_05:55424703-55424746",2,6,24,25
"Dal_05:55450035-55450061",2,17,24,70.83
"Dal_05:55450196-55450223",2,14,24,58.33
"Dal_05:55496977-55497005",1,1,24,4.17
"Dal_05:55505440-55505472",2,9,24,37.5
"Dal_05:55507578-55507618",6,15,24,62.5
"Dal_05:55513099-55513131",2,2,24,8.33
"Dal_05:55526772-55526810",3,15,24,62.5
"Dal_05:55532401-55532466",2,6,24,25
"Dal_05:55569394-55569432",3,13,24,54.17
"Dal_05:55570159-55570189",6,20,24,83.33
"Dal_05:55570685-55570721",3,20,24,83.33
"Dal_05:55612653-55612692",4,10,24,41.67
"Dal_05:55792628-55792652",2,2,24,8.33
"Dal_05:55795292-55795320",2,8,24,33.33
"Dal_05:55817271-55817295",8,24,24,100
"Dal_05:55830018-55830054",2,11,24,45.83
"Dal_05:55850398-55850463",3,14,24,58.33
"Dal_05:55881789-55881819",6,16,24,66.67
"Dal_05:55915262-55915301",7,24,24,100
"Dal_05:55990332-55990372",3,16,24,66.67
"Dal_05:56004583-56004607",2,13,24,54.17
"Dal_05:56013354-56013397",7,12,24,50
"Dal_05:56015568-56015595",3,10,24,41.67
"Dal_05:56023763-56023794",3,10,24,41.67
"Dal_05:56050834-56050882",2,5,24,20.83
"Dal_05:56097306-56097344",6,15,24,62.5
"Dal_05:56098138-56098169",3,17,24,70.83
"Dal_05:56103408-56103433",2,12,24,50
"Dal_05:56112849-56112900",2,10,24,41.67
"Dal_05:56115361-56115391",2,12,24,50
"Dal_05:56117352-56117391",1,6,24,25
"Dal_05:56118080-56118105",6,16,24,66.67
"Dal_05:56125554-56125580",2,10,24,41.67
"Dal_05:56132482-56132533",6,9,24,37.5
"Dal_05:56144827-56144857",2,13,24,54.17
"Dal_05:56156621-56156653",2,2,24,8.33
"Dal_05:56157791-56157859",2,6,24,25
"Dal_05:56158793-56158825",3,3,24,12.5
"Dal_05:56159614-56159642",2,6,24,25
"Dal_05:56172250-56172278",7,14,24,58.33
"Dal_05:56172553-56172579",4,13,24,54.17
"Dal_05:56172955-56172992",5,14,24,58.33
"Dal_05:56174230-56174255",3,15,24,62.5
"Dal_05:56174820-56174844",5,16,24,66.67
"Dal_05:56191128-56191159",6,1,24,4.17
"Dal_05:56193246-56193271",2,2,24,8.33
"Dal_05:56210627-56210663",2,3,24,12.5
"Dal_05:56240377-56240405",3,15,24,62.5
"Dal_05:56250709-56250748",2,2,24,8.33
"Dal_05:56271685-56271718",2,2,24,8.33
"Dal_05:56274563-56274626",3,11,24,45.83
"Dal_05:56280488-56280512",3,17,24,70.83
"Dal_05:56283982-56284006",2,3,24,12.5
"Dal_05:56289755-56289794",2,3,24,12.5
"Dal_05:56303192-56303256",2,7,24,29.17
"Dal_05:56304105-56304163",4,4,24,16.67
"Dal_05:56310031-56310058",1,2,24,8.33
"Dal_05:56332186-56332240",2,1,24,4.17
"Dal_05:56340681-56340715",7,16,24,66.67
"Dal_05:56356134-56356173",2,3,24,12.5
"Dal_05:56401282-56401320",3,11,24,45.83
"Dal_05:56402434-56402468",2,7,24,29.17
"Dal_05:56422469-56422500",3,4,24,16.67
"Dal_05:56445073-56445101",5,20,24,83.33
"Dal_05:56474264-56474302",4,4,24,16.67
"Dal_05:56482350-56482387",2,10,24,41.67
"Dal_05:56491450-56491497",2,6,24,25
"Dal_05:56509934-56509963",3,15,24,62.5
"Dal_05:56550027-56550060",6,13,24,54.17
"Dal_05:56577343-56577393",2,5,24,20.83
"Dal_05:56612958-56613018",2,2,24,8.33
"Dal_05:56618593-56618620",4,11,24,45.83
"Dal_05:56657087-56657129",2,5,24,20.83
"Dal_05:56747808-56747835",3,18,24,75
"Dal_05:56753356-56753381",2,7,24,29.17
"Dal_05:56753655-56753685",3,13,24,54.17
"Dal_05:56768351-56768394",2,0,24,0
"Dal_05:56768517-56768558",7,9,24,37.5
"Dal_05:56770251-56770277",2,10,24,41.67
"Dal_05:56780440-56780482",2,11,24,45.83
"Dal_05:56784948-56784998",4,4,24,16.67
"Dal_05:56785941-56785971",2,8,24,33.33
"Dal_05:56786516-56786551",6,24,24,100
"Dal_05:56786802-56786848",6,14,24,58.33
"Dal_05:56786909-56786941",5,8,24,33.33
"Dal_05:56797053-56797079",5,13,24,54.17
"Dal_05:56811848-56811872",2,5,24,20.83
"Dal_05:56812700-56812728",5,11,24,45.83
"Dal_05:56831571-56831620",3,13,24,54.17
"Dal_05:56843897-56843947",2,5,24,20.83
"Dal_05:56925677-56925718",3,17,24,70.83
"Dal_05:56926001-56926036",3,14,24,58.33
"Dal_05:56993036-56993067",9,15,24,62.5
"Dal_05:57001644-57001676",2,9,24,37.5
"Dal_05:57012693-57012739",2,11,24,45.83
"Dal_05:57016547-57016585",5,20,24,83.33
"Dal_05:57113328-57113356",2,10,24,41.67
"Dal_05:57113924-57113964",2,6,24,25
"Dal_05:57134101-57134137",2,8,24,33.33
"Dal_05:57147009-57147050",2,7,24,29.17
"Dal_05:57163613-57163649",2,8,24,33.33
"Dal_05:57186309-57186338",2,10,24,41.67
"Dal_05:57202016-57202044",2,7,24,29.17
"Dal_05:57237095-57237123",2,3,24,12.5
"Dal_05:57245925-57245964",3,0,24,0
"Dal_05:57307151-57307175",1,7,24,29.17
"Dal_05:57326960-57327001",2,2,24,8.33
"Dal_05:57404828-57404859",3,5,24,20.83
"Dal_05:57423731-57423773",3,11,24,45.83
"Dal_05:57439233-57439262",6,8,24,33.33
"Dal_05:57442068-57442099",5,7,24,29.17
"Dal_05:57442699-57442731",3,12,24,50
"Dal_05:57473341-57473374",3,13,24,54.17
"Dal_05:57504796-57504825",6,11,24,45.83
"Dal_05:57518589-57518618",2,8,24,33.33
"Dal_05:57518763-57518801",7,15,24,62.5
"Dal_05:57522311-57522375",2,1,24,4.17
"Dal_05:57538542-57538567",5,9,24,37.5
"Dal_05:57584708-57584753",3,1,24,4.17
"Dal_05:57603234-57603273",2,2,24,8.33
"Dal_05:57605306-57605335",2,7,24,29.17
"Dal_05:57610858-57610902",2,3,24,12.5
"Dal_05:57638979-57639014",6,17,24,70.83
"Dal_05:57642999-57643032",4,10,24,41.67
"Dal_05:57651296-57651323",6,22,24,91.67
"Dal_05:57677781-57677842",2,5,24,20.83
"Dal_05:57690798-57690852",3,13,24,54.17
"Dal_05:57699888-57699926",2,2,24,8.33
"Dal_05:57733143-57733190",2,2,24,8.33
"Dal_05:57744459-57744526",2,0,24,0
"Dal_05:57775715-57775743",6,10,24,41.67
"Dal_05:57776087-57776117",6,12,24,50
"Dal_05:57776256-57776299",3,24,24,100
"Dal_05:57776427-57776455",4,11,24,45.83
"Dal_05:57778292-57778317",2,5,24,20.83
"Dal_05:57836486-57836513",6,4,24,16.67
"Dal_05:57841703-57841731",8,8,24,33.33
"Dal_05:57890183-57890212",9,17,24,70.83
"Dal_05:57893527-57893551",7,15,24,62.5
"Dal_05:57894048-57894083",8,4,24,16.67
"Dal_05:57898553-57898577",7,7,24,29.17
"Dal_05:57908604-57908659",2,4,24,16.67
"Dal_05:57918156-57918204",2,12,24,50
"Dal_05:57968099-57968138",6,20,24,83.33
"Dal_05:57978883-57978916",2,9,24,37.5
"Dal_05:57997615-57997639",3,11,24,45.83
"Dal_05:57998517-57998547",2,8,24,33.33
"Dal_05:58011868-58011905",2,7,24,29.17
"Dal_05:58013258-58013291",2,1,24,4.17
"Dal_05:58013387-58013422",7,14,24,58.33
"Dal_05:58014991-58015028",2,7,24,29.17
"Dal_05:58024275-58024318",2,10,24,41.67
"Dal_05:58025899-58025934",2,5,24,20.83
"Dal_05:58062568-58062601",2,10,24,41.67
"Dal_05:58086682-58086708",2,4,24,16.67
"Dal_05:58091074-58091103",3,13,24,54.17
"Dal_05:58152097-58152136",4,10,24,41.67
"Dal_05:58157894-58157941",2,6,24,25
"Dal_05:58164441-58164470",3,0,24,0
"Dal_05:58164899-58164927",2,0,24,0
"Dal_05:58204102-58204139",3,8,24,33.33
"Dal_05:58208077-58208123",2,4,24,16.67
"Dal_05:58227233-58227264",2,2,24,8.33
"Dal_05:58241398-58241431",2,10,24,41.67
"Dal_05:58279228-58279281",3,4,24,16.67
"Dal_05:58294986-58295014",8,8,24,33.33
"Dal_05:58303979-58304003",3,10,24,41.67
"Dal_05:58447625-58447657",3,3,24,12.5
"Dal_05:58448307-58448336",6,17,24,70.83
"Dal_05:58471408-58471433",2,5,24,20.83
"Dal_05:58512853-58512894",5,19,24,79.17
"Dal_05:58514784-58514819",2,9,24,37.5
"Dal_05:58559199-58559227",2,1,24,4.17
"Dal_05:58576682-58576716",2,9,24,37.5
"Dal_05:58579656-58579691",6,18,24,75
"Dal_05:58588324-58588365",2,1,24,4.17
"Dal_05:58609024-58609064",3,4,24,16.67
"Dal_05:58639732-58639781",3,11,24,45.83
"Dal_05:58669182-58669222",5,8,24,33.33
"Dal_05:58673929-58673966",2,10,24,41.67
"Dal_05:58690033-58690064",2,3,24,12.5
"Dal_05:58716949-58716974",6,18,24,75
"Dal_05:58742973-58743025",2,2,24,8.33
"Dal_05:58782345-58782382",1,3,24,12.5
"Dal_05:58807965-58807997",1,11,24,45.83
"Dal_05:58825842-58825866",1,0,24,0
"Dal_05:58838046-58838082",2,3,24,12.5
"Dal_05:58840776-58840827",2,2,24,8.33
"Dal_05:58843832-58843872",2,2,24,8.33
"Dal_05:58869611-58869653",2,3,24,12.5
"Dal_05:58874333-58874363",4,17,24,70.83
"Dal_05:58880456-58880509",2,7,24,29.17
"Dal_05:58927107-58927132",8,4,24,16.67
"Dal_05:58953307-58953332",2,3,24,12.5
"Dal_05:58991979-58992030",2,9,24,37.5
"Dal_05:59006930-59006996",7,12,24,50
"Dal_05:59008318-59008346",2,5,24,20.83
"Dal_05:59009810-59009839",2,12,24,50
"Dal_05:59019420-59019445",2,8,24,33.33
"Dal_05:59036642-59036684",2,8,24,33.33
"Dal_05:59052657-59052716",2,2,24,8.33
"Dal_05:59071219-59071276",2,4,24,16.67
"Dal_05:59153141-59153208",2,6,24,25
"Dal_05:59153676-59153716",2,1,24,4.17
"Dal_05:59160623-59160651",2,2,24,8.33
"Dal_05:59176710-59176739",2,7,24,29.17
"Dal_05:59194963-59195001",3,9,24,37.5
"Dal_05:59205936-59205986",3,18,24,75
"Dal_05:59206047-59206075",3,14,24,58.33
"Dal_05:59210761-59210815",2,2,24,8.33
"Dal_05:59230683-59230741",3,0,24,0
"Dal_05:59235896-59235925",2,4,24,16.67
"Dal_05:59264112-59264144",8,0,24,0
"Dal_05:59264845-59264873",2,2,24,8.33
"Dal_05:59275989-59276016",2,4,24,16.67
"Dal_05:59358105-59358136",2,11,24,45.83
"Dal_05:59365068-59365098",6,14,24,58.33
"Dal_05:59367613-59367642",2,12,24,50
"Dal_05:59370293-59370327",2,10,24,41.67
"Dal_05:59400315-59400341",3,18,24,75
"Dal_05:59431648-59431674",2,13,24,54.17
"Dal_05:59438137-59438162",8,5,24,20.83
"Dal_05:59490509-59490566",2,9,24,37.5
"Dal_05:59506450-59506474",3,14,24,58.33
"Dal_05:59511054-59511083",5,13,24,54.17
"Dal_05:59525825-59525850",8,15,24,62.5
"Dal_05:59530140-59530166",2,13,24,54.17
"Dal_05:59536717-59536772",4,0,24,0
"Dal_05:59547809-59547833",6,12,24,50
"Dal_05:59650621-59650658",2,4,24,16.67
"Dal_05:59651072-59651096",2,8,24,33.33
"Dal_05:59730895-59730947",3,2,24,8.33
"Dal_05:59738000-59738028",3,7,24,29.17
"Dal_05:59749110-59749137",6,13,24,54.17
"Dal_05:59757471-59757508",7,10,24,41.67
"Dal_05:59765181-59765213",5,10,24,41.67
"Dal_05:59781740-59781769",2,8,24,33.33
"Dal_05:59799032-59799057",3,3,24,12.5
"Dal_05:59836956-59836994",7,14,24,58.33
"Dal_05:59845427-59845468",3,16,24,66.67
"Dal_05:59852184-59852242",2,8,24,33.33
"Dal_05:59853927-59853985",2,6,24,25
"Dal_05:59881057-59881082",3,19,24,79.17
"Dal_05:59890146-59890172",3,0,24,0
"Dal_05:59923809-59923833",2,17,24,70.83
"Dal_05:59931332-59931368",8,10,24,41.67
"Dal_05:59939182-59939213",1,10,24,41.67
"Dal_05:59942175-59942200",1,4,24,16.67
"Dal_05:59942457-59942493",2,9,24,37.5
"Dal_05:59943929-59943961",1,4,24,16.67
"Dal_05:59964892-59964934",2,7,24,29.17
"Dal_05:59980540-59980568",4,6,24,25
"Dal_05:60029699-60029727",6,6,24,25
"Dal_05:60041451-60041501",2,3,24,12.5
"Dal_05:60044332-60044369",2,2,24,8.33
"Dal_05:60050239-60050277",2,1,24,4.17
"Dal_05:60102414-60102447",1,0,24,0
"Dal_05:60118531-60118563",3,13,24,54.17
"Dal_05:60182167-60182203",8,15,24,62.5
"Dal_05:60186673-60186702",2,9,24,37.5
"Dal_05:60203666-60203696",3,12,24,50
"Dal_05:60249025-60249069",2,12,24,50
"Dal_05:60286338-60286370",5,19,24,79.17
"Dal_05:60295785-60295809",2,12,24,50
"Dal_05:60352647-60352701",2,10,24,41.67
"Dal_05:60364527-60364575",2,2,24,8.33
"Dal_05:60369967-60370027",3,7,24,29.17
"Dal_05:60396196-60396234",2,3,24,12.5
"Dal_05:60399612-60399662",2,9,24,37.5
"Dal_05:60424064-60424097",6,14,24,58.33
"Dal_05:60436529-60436553",2,9,24,37.5
"Dal_05:60436949-60436975",3,13,24,54.17
"Dal_05:60459020-60459050",5,12,24,50
"Dal_05:60459169-60459199",2,13,24,54.17
"Dal_05:60501687-60501722",2,7,24,29.17
"Dal_05:60538118-60538146",6,11,24,45.83
"Dal_05:60552574-60552600",3,14,24,58.33
"Dal_05:60554533-60554573",6,2,24,8.33
"Dal_05:60560337-60560377",2,3,24,12.5
"Dal_05:60567573-60567628",2,11,24,45.83
"Dal_05:60570879-60570922",2,1,24,4.17
"Dal_05:60591168-60591209",2,8,24,33.33
"Dal_05:60592825-60592878",2,11,24,45.83
"Dal_05:60626839-60626880",2,5,24,20.83
"Dal_05:60640629-60640655",2,9,24,37.5
"Dal_05:60645519-60645547",7,12,24,50
"Dal_05:60672924-60672951",2,3,24,12.5
"Dal_05:60679210-60679253",3,13,24,54.17
"Dal_05:60679310-60679334",7,18,24,75
"Dal_05:60691932-60691965",2,9,24,37.5
"Dal_05:60698844-60698879",6,11,24,45.83
"Dal_05:60709970-60709999",2,4,24,16.67
"Dal_05:60738506-60738553",2,7,24,29.17
"Dal_05:60747897-60747929",2,9,24,37.5
"Dal_05:60820852-60820896",3,10,24,41.67
"Dal_05:60822494-60822559",2,3,24,12.5
"Dal_05:60836934-60836958",4,16,24,66.67
"Dal_05:60887132-60887175",3,16,24,66.67
"Dal_05:60903113-60903149",2,1,24,4.17
"Dal_05:60903174-60903208",2,3,24,12.5
"Dal_05:60913778-60913813",5,5,24,20.83
"Dal_05:60932390-60932441",2,3,24,12.5
"Dal_05:60936141-60936173",5,16,24,66.67
"Dal_05:60941205-60941241",9,11,24,45.83
"Dal_05:60976306-60976337",2,12,24,50
"Dal_05:60996127-60996158",6,2,24,8.33
"Dal_05:60999458-60999514",2,6,24,25
"Dal_05:61009380-61009409",3,13,24,54.17
"Dal_05:61018049-61018111",2,6,24,25
"Dal_05:61033316-61033347",6,16,24,66.67
"Dal_05:61055166-61055203",2,7,24,29.17
"Dal_05:61066810-61066845",2,13,24,54.17
"Dal_05:61067879-61067926",2,1,24,4.17
"Dal_05:61074541-61074599",2,5,24,20.83
"Dal_05:61080241-61080269",3,0,24,0
"Dal_05:61085404-61085430",2,7,24,29.17
"Dal_05:61109811-61109846",2,10,24,41.67
"Dal_05:61122738-61122772",6,17,24,70.83
"Dal_05:61143960-61144024",9,4,24,16.67
"Dal_05:61188775-61188834",2,8,24,33.33
"Dal_05:61189989-61190039",2,5,24,20.83
"Dal_05:61193684-61193727",2,8,24,33.33
"Dal_05:61194118-61194143",2,11,24,45.83
"Dal_05:61200078-61200103",3,13,24,54.17
"Dal_05:61208308-61208348",2,10,24,41.67
"Dal_05:61232895-61232921",2,4,24,16.67
"Dal_05:61244788-61244831",2,5,24,20.83
"Dal_05:61247450-61247477",4,10,24,41.67
"Dal_05:61290433-61290474",2,4,24,16.67
"Dal_05:61336363-61336388",1,2,24,8.33
"Dal_05:61364460-61364485",2,5,24,20.83
"Dal_05:61378672-61378698",2,1,24,4.17
"Dal_05:61428780-61428804",3,10,24,41.67
"Dal_05:61494882-61494922",2,4,24,16.67
"Dal_05:61521462-61521486",2,11,24,45.83
"Dal_05:61531434-61531474",2,5,24,20.83
"Dal_05:61536096-61536156",2,5,24,20.83
"Dal_05:61548158-61548211",3,15,24,62.5
"Dal_05:61561533-61561600",2,0,24,0
"Dal_05:61584321-61584350",2,0,24,0
"Dal_05:61602514-61602551",2,1,24,4.17
"Dal_05:61619477-61619517",2,9,24,37.5
"Dal_05:61638723-61638763",2,10,24,41.67
"Dal_05:61662334-61662370",3,6,24,25
"Dal_05:61664022-61664067",3,11,24,45.83
"Dal_05:61674942-61674970",2,6,24,25
"Dal_05:61702534-61702569",2,2,24,8.33
"Dal_05:61725964-61726012",2,3,24,12.5
"Dal_05:61744342-61744374",6,16,24,66.67
"Dal_05:61762403-61762428",3,1,24,4.17
"Dal_05:61785359-61785386",2,8,24,33.33
"Dal_05:61785852-61785876",2,5,24,20.83
"Dal_05:61811154-61811184",2,12,24,50
"Dal_05:61875614-61875640",6,24,24,100
"Dal_05:61889411-61889461",2,5,24,20.83
"Dal_05:61898300-61898329",2,4,24,16.67
"Dal_05:61906221-61906248",2,12,24,50
"Dal_05:61907570-61907610",6,14,24,58.33
"Dal_05:61914726-61914752",7,19,24,79.17
"Dal_05:61915933-61915986",2,11,24,45.83
"Dal_05:61917844-61917868",2,16,24,66.67
"Dal_05:61934089-61934122",2,9,24,37.5
"Dal_05:61955854-61955895",2,7,24,29.17
"Dal_05:61976383-61976418",3,8,24,33.33
"Dal_05:61982913-61982957",2,6,24,25
"Dal_05:61994307-61994372",2,2,24,8.33
"Dal_05:61997164-61997196",2,6,24,25
"Dal_05:61998676-61998702",2,7,24,29.17
"Dal_05:62001782-62001819",6,11,24,45.83
"Dal_05:62009575-62009640",3,9,24,37.5
"Dal_05:62013357-62013391",2,10,24,41.67
"Dal_05:62032745-62032771",2,8,24,33.33
"Dal_05:62041695-62041719",7,2,24,8.33
"Dal_05:62052011-62052035",4,3,24,12.5
"Dal_05:62055915-62055944",2,6,24,25
"Dal_05:62062676-62062711",2,13,24,54.17
"Dal_05:62070372-62070430",4,15,24,62.5
"Dal_05:62073838-62073873",3,15,24,62.5
"Dal_05:62105960-62105987",2,11,24,45.83
"Dal_05:62127347-62127377",1,2,24,8.33
"Dal_05:62131936-62131968",7,17,24,70.83
"Dal_05:62135183-62135208",2,14,24,58.33
"Dal_05:62144532-62144567",2,4,24,16.67
"Dal_05:62149439-62149503",2,7,24,29.17
"Dal_05:62161384-62161444",2,4,24,16.67
"Dal_05:62179085-62179133",3,13,24,54.17
"Dal_05:62186524-62186564",4,14,24,58.33
"Dal_05:62208681-62208712",2,8,24,33.33
"Dal_05:62239874-62239898",6,10,24,41.67
"Dal_05:62268218-62268251",3,13,24,54.17
"Dal_05:62304171-62304211",2,9,24,37.5
"Dal_05:62382446-62382478",6,12,24,50
"Dal_05:62485282-62485325",3,8,24,33.33
"Dal_05:62495612-62495665",2,3,24,12.5
"Dal_05:62525489-62525513",2,6,24,25
"Dal_05:62543511-62543543",2,5,24,20.83
"Dal_05:62564817-62564841",5,13,24,54.17
"Dal_05:62607754-62607797",2,1,24,4.17
"Dal_05:62632089-62632119",2,2,24,8.33
"Dal_05:62645360-62645420",2,3,24,12.5
"Dal_05:62648034-62648059",7,17,24,70.83
"Dal_05:62666652-62666677",2,5,24,20.83
"Dal_05:62667256-62667290",2,4,24,16.67
"Dal_05:62703678-62703707",2,3,24,12.5
"Dal_05:62712402-62712427",7,16,24,66.67
"Dal_05:62718364-62718423",2,6,24,25
"Dal_05:62726731-62726769",3,11,24,45.83
"Dal_05:62731809-62731845",2,4,24,16.67
"Dal_05:62765177-62765201",2,8,24,33.33
"Dal_05:62766142-62766175",8,11,24,45.83
"Dal_05:62781636-62781667",2,9,24,37.5
"Dal_05:62792732-62792760",2,1,24,4.17
"Dal_05:62805719-62805747",2,1,24,4.17
"Dal_05:62812554-62812586",2,12,24,50
"Dal_05:62832255-62832287",2,8,24,33.33
"Dal_05:62842090-62842127",2,10,24,41.67
"Dal_05:62862156-62862190",3,7,24,29.17
"Dal_05:62876273-62876301",2,12,24,50
"Dal_05:62898655-62898692",4,15,24,62.5
"Dal_05:62905089-62905119",7,16,24,66.67
"Dal_05:62931070-62931101",9,10,24,41.67
"Dal_05:62958235-62958281",2,0,24,0
"Dal_05:62971023-62971054",6,20,24,83.33
"Dal_05:62998074-62998103",3,7,24,29.17
"Dal_05:63003463-63003489",4,20,24,83.33
"Dal_05:63019643-63019689",2,3,24,12.5
"Dal_05:63054726-63054756",8,9,24,37.5
"Dal_05:63060827-63060883",3,13,24,54.17
"Dal_05:63138104-63138130",2,8,24,33.33
"Dal_05:63167167-63167198",6,14,24,58.33
"Dal_05:63173551-63173587",6,3,24,12.5
"Dal_05:63184003-63184040",2,3,24,12.5
"Dal_05:63185173-63185223",3,7,24,29.17
"Dal_05:63189234-63189294",3,7,24,29.17
"Dal_05:63194089-63194117",3,6,24,25
"Dal_05:63198058-63198103",2,1,24,4.17
"Dal_05:63201344-63201370",4,18,24,75
"Dal_05:63213542-63213573",2,8,24,33.33
"Dal_05:63220730-63220758",5,20,24,83.33
"Dal_05:63232973-63233002",2,10,24,41.67
"Dal_05:63243273-63243303",3,13,24,54.17
"Dal_05:63270727-63270758",3,13,24,54.17
"Dal_05:63276944-63276981",2,6,24,25
